C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_240.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_240.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_240.jpg,0,0,0,1.582908E-06
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_309.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_309.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_309.jpg,0,0,0,2.911003E-06
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_376.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_376.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_376.jpg,0,0,0,2.117483E-06
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_444.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_444.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_444.jpg,0,0,0,1.635672E-06
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_512.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_512.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_512.jpg,0,0,0,2.131552E-06
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_581.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_581.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_581.jpg,0,0,0,3.459105E-06
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_648.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_648.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_648.jpg,0,0,0,4.356181E-06
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_716.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_716.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_716.jpg,0,0,0,2.829163E-07
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_784.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_784.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_784.jpg,0,0,0,2.009163E-06
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_854.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_854.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_854.jpg,0,0,0,3.469198E-06
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_930.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_930.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_930.jpg,0,0,0,5.230459E-06
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_11_998.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_11_998.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_11_998.jpg,0,0,0,6.559969E-06
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_12_068.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_12_068.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_12_068.jpg,-0.15,0,0,2.289909E-07
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_12_135.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_12_135.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_12_135.jpg,-0.3,0,0,7.427673E-07
C:\Users\nz3265\Documents\data\IMG\center_2018_09_01_22_00_12_212.jpg,C:\Users\nz3265\Documents\data\IMG\left_2018_09_01_22_00_12_212.jpg,C:\Users\nz3265\Documents\data\IMG\right_2018_09_01_22_00_12_212.jpg,-0.5000001,0,0,6.20227E-07
